"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2020 Perodua AXIA SE 1.0"|"66,762 km"|"Automatic"|"Pahang"|"35,000"|"RM 384/mo"
"2017 Toyota Vios G 1.5"|"81,047 km"|"Automatic"|"Perak"|"57,500"|"RM 630/mo"
"2020 Perodua AXIA G 1.0"|"38,029 km"|"Automatic"|"Selangor"|"33,000"|"RM 362/mo"
"2021 Toyota Corolla Altis G 1.8"|"52,675 km"|"Automatic"|"Selangor"|"110,000"|"RM 1,205/mo"
"2019 Toyota Yaris G 1.5"|"52,817 km"|"Automatic"|"Negeri Sembilan"|"67,000"|"RM 734/mo"
"2015 Mazda 6 SKYACTIV-G 2.0"|"109,934 km"|"Automatic"|"Selangor"|"61,500"|"RM 674/mo"
"2013 Honda CR-V i-VTEC 2.0"|"122,774 km"|"Automatic"|"Pulau Pinang"|"41,800"|"RM 458/mo"
"2015 Proton Preve CFE Premium 1.6"|"137,046 km"|"Automatic"|"Selangor"|"23,000"|"RM 252/mo"
"2015 Proton Iriz Standard 1.3"|"109,487 km"|"Automatic"|"Selangor"|"19,400"|"RM 213/mo"
"2017 Perodua Bezza X Premium 1.3"|"112,452 km"|"Automatic"|"Johor"|"36,400"|"RM 399/mo"
"2016 Perodua Myvi SE 1.5"|"116,939 km"|"Automatic"|"Selangor"|"36,400"|"RM 399/mo"
"2017 Perodua AXIA G 1.0"|"99,093 km"|"Automatic"|"Pahang"|"28,200"|"RM 309/mo"
"2019 Perodua Bezza Advance Premium 1.3"|"89,661 km"|"Automatic"|"Pahang"|"42,000"|"RM 460/mo"
"2020 Honda Jazz S i-VTEC 1.5"|"55,309 km"|"Automatic"|"Negeri Sembilan"|"64,900"|"RM 711/mo"
"2020 Proton Persona Standard 1.6"|"62,652 km"|"Automatic"|"Negeri Sembilan"|"37,800"|"RM 414/mo"
"2016 Nissan Almera E 1.5"|"149,510 km"|"Automatic"|"Selangor"|"34,400"|"RM 377/mo"
"2017 Honda HR-V i-VTEC S 1.8"|"96,755 km"|"Automatic"|"Kuala Lumpur"|"56,800"|"RM 622/mo"
"2020 Toyota Vios G 1.5"|"64,215 km"|"Automatic"|"Selangor"|"69,000"|"RM 756/mo"
"2019 Perodua Myvi AV 1.5"|"77,316 km"|"Automatic"|"Selangor"|"47,400"|"RM 519/mo"
"2017 Perodua Alza EZ 1.5"|"134,338 km"|"Automatic"|"Pahang"|"41,400"|"RM 454/mo"
"2016 Proton Exora Turbo Executive 1.6"|"99,938 km"|"Automatic"|"Johor"|"27,600"|"RM 302/mo"
"2021 Honda HR-V i-VTEC E 1.8"|"52,213 km"|"Automatic"|"Perak"|"85,400"|"RM 936/mo"
"2022 Subaru XV GT Edition EyeSight 2.0"|"39,206 km"|"Automatic"|"Selangor"|"117,600"|"RM 1,289/mo"
"2022 Toyota Harrier Luxury 2.0"|"27,337 km"|"Automatic"|"Selangor"|"210,900"|"RM 2,311/mo"
"2014 Toyota Vios J 1.5"|"125,808 km"|"Automatic"|"Pahang"|"37,400"|"RM 410/mo"
"2021 Perodua Myvi AV 1.5"|"45,531 km"|"Automatic"|"Perak"|"52,400"|"RM 574/mo"
"2020 Perodua Myvi AV 1.5"|"37,451 km"|"Automatic"|"Selangor"|"50,800"|"RM 557/mo"
"2023 Perodua Ativa AV 1.0"|"21,239 km"|"Automatic"|"Selangor"|"68,900"|"RM 755/mo"
"2022 Perodua Myvi AV 1.5"|"26,709 km"|"Automatic"|"Selangor"|"57,000"|"RM 625/mo"
"2022 Proton X50 Executive 1.5"|"21,206 km"|"Automatic"|"Selangor"|"76,800"|"RM 842/mo"
"2015 Perodua AXIA G 1.0"|"207,155 km"|"Automatic"|"Pahang"|"20,600"|"RM 226/mo"
"2015 Proton Iriz Premium 1.6"|"149,664 km"|"Automatic"|"Melaka"|"21,400"|"RM 235/mo"
"2015 Mazda CX-5 SKYACTIV-G 2.5"|"109,888 km"|"Automatic"|"Selangor"|"51,400"|"RM 563/mo"
"2014 Proton Preve CFE Premium 1.6"|"108,086 km"|"Automatic"|"Selangor"|"19,800"|"RM 217/mo"
"2016 Toyota Vios E 1.5"|"122,454 km"|"Automatic"|"Selangor"|"49,000"|"RM 537/mo"
"2019 Honda City E i-VTEC 1.5"|"85,422 km"|"Automatic"|"Selangor"|"61,900"|"RM 678/mo"
"2018 Perodua Bezza X Premium 1.3"|"91,161 km"|"Automatic"|"Selangor"|"37,900"|"RM 415/mo"
"2021 Perodua AXIA Advance 1.0"|"29,716 km"|"Automatic"|"Selangor"|"40,800"|"RM 447/mo"
"2016 Toyota Harrier Premium Advanced 2.0"|"58,270 km"|"Automatic"|"Selangor"|"113,000"|"RM 1,238/mo"
"2016 Honda Jazz V i-VTEC 1.5"|"87,879 km"|"Automatic"|"Selangor"|"56,400"|"RM 618/mo"
"2018 Perodua Myvi AV 1.5"|"81,608 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2019 Nissan Serena S-Hybrid High-Way Star 2.0"|"77,958 km"|"Automatic"|"Selangor"|"91,800"|"RM 1,006/mo"
"2020 Toyota Hilux Rogue Dual Cab 2.8"|"56,496 km"|"Automatic"|"Selangor"|"126,000"|"RM 1,381/mo"
"2023 Proton X50 Premium 1.5"|"8,377 km"|"Automatic"|"Selangor"|"89,000"|"RM 975/mo"
"2012 Perodua Alza EZi 1.5"|"222,055 km"|"Automatic"|"Negeri Sembilan"|"23,500"|"RM 258/mo"
"2016 Honda City V i-VTEC 1.5"|"131,150 km"|"Automatic"|"Pahang"|"50,000"|"RM 548/mo"
"2019 Perodua AXIA G 1.0"|"87,914 km"|"Automatic"|"Selangor"|"32,400"|"RM 355/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"8,609 km"|"Automatic"|"Selangor"|"98,900"|"RM 1,084/mo"
"2016 Perodua Myvi SE 1.5"|"78,139 km"|"Automatic"|"Pulau Pinang"|"36,800"|"RM 403/mo"
"2019 Perodua Myvi AV 1.5"|"80,383 km"|"Automatic"|"Selangor"|"47,400"|"RM 519/mo"
"2016 Honda Civic TC VTEC Premium 1.5"|"91,632 km"|"Automatic"|"Johor"|"86,700"|"RM 950/mo"
"2017 Volkswagen Jetta 280 TSI Highline 1.4"|"112,294 km"|"Automatic"|"Perak"|"46,900"|"RM 514/mo"
"2021 Perodua Myvi AV 1.5"|"36,434 km"|"Automatic"|"Johor"|"48,800"|"RM 535/mo"
"2020 Perodua Myvi AV 1.5"|"68,329 km"|"Automatic"|"Selangor"|"50,800"|"RM 557/mo"
"2022 Honda City V i-VTEC 1.5"|"26,884 km"|"Automatic"|"Selangor"|"79,800"|"RM 874/mo"
"2016 Honda Jazz E i-VTEC 1.5"|"60,585 km"|"Automatic"|"Selangor"|"53,800"|"RM 590/mo"
"2019 Perodua Bezza X Premium 1.3"|"84,201 km"|"Automatic"|"Selangor"|"39,000"|"RM 427/mo"
"2018 Honda HR-V i-VTEC E 1.8"|"97,958 km"|"Automatic"|"Selangor"|"69,000"|"RM 756/mo"
"2016 Perodua Myvi SE 1.5"|"108,427 km"|"Automatic"|"Selangor"|"36,400"|"RM 399/mo"
"2017 Perodua Myvi SE 1.5"|"79,206 km"|"Automatic"|"Selangor"|"38,900"|"RM 426/mo"
"2018 Proton Iriz Standard 1.3"|"96,185 km"|"Automatic"|"Selangor"|"31,000"|"RM 340/mo"
"2020 Perodua Myvi AV 1.5"|"59,053 km"|"Automatic"|"Selangor"|"50,800"|"RM 557/mo"
"2021 Proton X70 TGDI Premium X 1.8"|"49,491 km"|"Automatic"|"Selangor"|"83,900"|"RM 919/mo"
"2017 Honda HR-V i-VTEC S 1.8"|"122,205 km"|"Automatic"|"Selangor"|"56,800"|"RM 622/mo"
"2018 Subaru XV P 2.0"|"25,471 km"|"Automatic"|"Selangor"|"72,000"|"RM 789/mo"
"2019 Nissan Serena S-Hybrid High-Way Star Premium 2.0"|"55,222 km"|"Automatic"|"Kuala Lumpur"|"98,800"|"RM 1,083/mo"
"2017 Subaru XV P 2.0"|"130,159 km"|"Automatic"|"Selangor"|"59,800"|"RM 655/mo"
"2016 Toyota Alphard G S C Package 2.5"|"67,631 km"|"Automatic"|"Selangor"|"184,800"|"RM 2,025/mo"
"2019 Perodua Bezza X Premium 1.3"|"43,090 km"|"Automatic"|"Selangor"|"39,000"|"RM 427/mo"
"2015 Honda HR-V i-VTEC V 1.8"|"88,719 km"|"Automatic"|"Johor"|"53,900"|"RM 591/mo"
"2017 Perodua Bezza X Premium 1.3"|"36,337 km"|"Automatic"|"Johor"|"36,900"|"RM 404/mo"
"2020 Proton Saga Premium 1.3"|"69,050 km"|"Automatic"|"Perak"|"34,800"|"RM 381/mo"
"2014 Perodua AXIA SE 1.0"|"53,388 km"|"Automatic"|"Selangor"|"22,900"|"RM 251/mo"
"2019 Proton Saga Premium 1.3"|"28,896 km"|"Automatic"|"Selangor"|"32,400"|"RM 355/mo"
"2019 Volvo S90 T8 Inscription Plus 2.0"|"58,981 km"|"Automatic"|"Selangor"|"162,800"|"RM 1,784/mo"
"2021 Nissan Navara VL Dual Cab 2.5"|"23,938 km"|"Automatic"|"Selangor"|"101,000"|"RM 1,107/mo"
"2009 Perodua Myvi EZI 1.3"|"121,346 km"|"Automatic"|"Kuala Lumpur"|"14,500"|"RM 159/mo"
"2014 Perodua Myvi EZi 1.3"|"89,400 km"|"Automatic"|"Pahang"|"24,400"|"RM 267/mo"
"2015 Honda City V i-VTEC 1.5"|"171,595 km"|"Automatic"|"Selangor"|"42,000"|"RM 460/mo"
"2017 Audi Q3 TFSI 1.4"|"30,616 km"|"Automatic"|"Selangor"|"83,000"|"RM 910/mo"
"2020 Proton X50 TGDI Flagship 1.5"|"41,290 km"|"Automatic"|"Selangor"|"82,800"|"RM 907/mo"
"2017 Proton Perdana2.4"|"80,355 km"|"Automatic"|"Selangor"|"48,400"|"RM 530/mo"
"2018 Honda Accord i-VTEC VTi-L 2.0"|"73,002 km"|"Automatic"|"Johor"|"88,900"|"RM 974/mo"
"2018 Toyota Vios E 1.5"|"104,365 km"|"Automatic"|"Selangor"|"57,800"|"RM 633/mo"
"2019 Toyota Vios G 1.5"|"93,545 km"|"Automatic"|"Perak"|"65,400"|"RM 717/mo"
"2018 Perodua AXIA SE 1.0"|"36,749 km"|"Automatic"|"Kuala Lumpur"|"34,200"|"RM 375/mo"
"2020 Perodua Bezza Advance 1.3"|"60,335 km"|"Automatic"|"Selangor"|"46,800"|"RM 513/mo"
"2023 Perodua Myvi AV 1.5"|"16,724 km"|"Automatic"|"Selangor"|"59,000"|"RM 647/mo"
"2018 Perodua Myvi H 1.5"|"107,443 km"|"Automatic"|"Selangor"|"43,400"|"RM 476/mo"
"2018 Perodua Bezza G Standard 1.0"|"86,495 km"|"Automatic"|"Pahang"|"33,800"|"RM 370/mo"
"2021 Mazda CX-5 SKYACTIV-G High 2.0"|"51,419 km"|"Automatic"|"Selangor"|"123,500"|"RM 1,353/mo"
"2018 Proton Saga Executive 1.3"|"102,461 km"|"Automatic"|"Kuala Lumpur"|"28,000"|"RM 307/mo"
"2016 Honda HR-V i-VTEC S 1.8"|"140,324 km"|"Automatic"|"Selangor"|"55,000"|"RM 603/mo"
"2018 Proton Persona Standard 1.6"|"55,525 km"|"Automatic"|"Pahang"|"32,800"|"RM 359/mo"
"2020 Proton X70 TGDI Premium X 1.8"|"46,716 km"|"Automatic"|"Selangor"|"79,800"|"RM 874/mo"
"2013 Mercedes-Benz E250 CGI-W212C 2.0"|"121,460 km"|"Automatic"|"Selangor"|"88,000"|"RM 964/mo"
"2011 Toyota Hiace Window 2.5"|"149,224 km"|"Manual"|"Selangor"|"62,400"|"RM 684/mo"
"2013 Perodua Myvi EZI 1.3"|"127,388 km"|"Automatic"|"Selangor"|"22,800"|"RM 250/mo"
"2014 Honda Jazz E i-VTEC 1.5"|"137,951 km"|"Automatic"|"Pahang"|"44,400"|"RM 487/mo"
"2019 Honda City E i-VTEC 1.5"|"56,555 km"|"Automatic"|"Pahang"|"61,900"|"RM 678/mo"
"2022 Subaru XV GT Edition EyeSight 2.0"|"30,859 km"|"Automatic"|"Selangor"|"118,000"|"RM 1,293/mo"
"2015 Proton Iriz Premium 1.6"|"137,029 km"|"Automatic"|"Kuala Lumpur"|"21,400"|"RM 235/mo"
"2004 Perodua Kenari EZ 1.0"|"110,998 km"|"Automatic"|"Kuala Lumpur"|"10,400"|"RM 114/mo"
"2016 Perodua Alza SE 1.5"|"132,283 km"|"Automatic"|"Selangor"|"39,800"|"RM 436/mo"
"2020 Perodua Myvi G 1.3"|"38,656 km"|"Automatic"|"Pahang"|"41,900"|"RM 459/mo"
"2019 Perodua Aruz AV 1.5"|"82,736 km"|"Automatic"|"Johor"|"55,800"|"RM 611/mo"
"2019 Proton Saga Premium 1.3"|"25,334 km"|"Automatic"|"Selangor"|"32,400"|"RM 355/mo"
"2023 Perodua Myvi AV 1.5"|"15,082 km"|"Automatic"|"Selangor"|"59,000"|"RM 647/mo"
"2019 Proton Saga Standard 1.3"|"89,465 km"|"Automatic"|"Selangor"|"30,400"|"RM 333/mo"
"2019 Toyota Vios E 1.5"|"82,112 km"|"Automatic"|"Selangor"|"63,900"|"RM 700/mo"
"2022 Perodua Myvi G 1.3"|"29,425 km"|"Automatic"|"Melaka"|"45,400"|"RM 498/mo"
"2017 Nissan Grand Livina Comfort 1.6"|"80,652 km"|"Automatic"|"Selangor"|"49,800"|"RM 546/mo"
"2020 Perodua Myvi X 1.3"|"41,346 km"|"Automatic"|"Selangor"|"44,400"|"RM 487/mo"
"2020 Proton Persona Executive 1.6"|"29,868 km"|"Automatic"|"Pahang"|"39,900"|"RM 437/mo"
"2018 Perodua AXIA G 1.0"|"68,654 km"|"Automatic"|"Selangor"|"29,400"|"RM 322/mo"
"2017 Perodua AXIA SE 1.0"|"102,322 km"|"Automatic"|"Perak"|"30,000"|"RM 329/mo"
"2018 Honda BR-V V i-VTEC 1.5"|"103,902 km"|"Automatic"|"Perak"|"57,000"|"RM 625/mo"
"2019 Toyota Hilux L-Edition Dual Cab 2.8"|"87,897 km"|"Automatic"|"Selangor"|"115,400"|"RM 1,265/mo"
"2017 Toyota Innova X 2.0"|"114,340 km"|"Automatic"|"Selangor"|"81,000"|"RM 888/mo"
"2018 Proton Saga Standard 1.3"|"106,570 km"|"Automatic"|"Kedah"|"29,400"|"RM 322/mo"
"2019 Perodua Bezza X Premium 1.3"|"82,959 km"|"Automatic"|"Pahang"|"39,000"|"RM 427/mo"
"2017 Perodua Alza EZ 1.5"|"117,108 km"|"Automatic"|"Melaka"|"41,400"|"RM 454/mo"
"2019 Proton X70 TGDI Premium 1.8"|"69,147 km"|"Automatic"|"Perak"|"68,800"|"RM 754/mo"
"2018 Volkswagen Tiguan 280 TSI Highline 1.4"|"76,347 km"|"Automatic"|"Selangor"|"86,400"|"RM 947/mo"
"2023 Perodua Ativa H 1.0"|"20,057 km"|"Automatic"|"Johor"|"68,900"|"RM 755/mo"
"2021 Perodua Aruz AV 1.5"|"50,350 km"|"Automatic"|"Melaka"|"63,400"|"RM 695/mo"
"2019 Perodua AXIA GXtra 1.0"|"77,243 km"|"Automatic"|"Selangor"|"32,900"|"RM 361/mo"
"2018 Nissan Serena S-Hybrid High-Way Star Premium 2.0"|"53,556 km"|"Automatic"|"Pulau Pinang"|"86,900"|"RM 952/mo"
"2017 Perodua AXIA G 1.0"|"56,637 km"|"Automatic"|"Perak"|"28,500"|"RM 312/mo"
"2017 Perodua Bezza X Premium 1.3"|"86,474 km"|"Automatic"|"Selangor"|"36,800"|"RM 403/mo"
"2022 Perodua Ativa AV 1.0"|"14,663 km"|"Automatic"|"Johor"|"67,800"|"RM 743/mo"
"2017 Proton Saga Executive 1.3"|"129,151 km"|"Automatic"|"Perak"|"26,900"|"RM 295/mo"
"2015 Proton Preve Executive 1.6"|"109,698 km"|"Automatic"|"Kuala Lumpur"|"22,000"|"RM 241/mo"
"2017 Proton Persona Executive 1.6"|"106,237 km"|"Automatic"|"Selangor"|"30,800"|"RM 338/mo"
"2019 Nissan Serena S-Hybrid High-Way Star Impul J Impul 2.0"|"59,141 km"|"Automatic"|"Pulau Pinang"|"100,700"|"RM 1,104/mo"
"2018 Toyota Innova X 2.0"|"86,379 km"|"Automatic"|"Pulau Pinang"|"96,000"|"RM 1,052/mo"
"2023 Toyota Vios G 1.5"|"11,622 km"|"Automatic"|"Selangor"|"85,400"|"RM 936/mo"
"2010 Proton Exora CPS M-Line 1.6"|"136,141 km"|"Automatic"|"Melaka"|"13,800"|"RM 151/mo"
"2019 Toyota Yaris G 1.5"|"65,594 km"|"Automatic"|"Pahang"|"67,000"|"RM 734/mo"
"2014 Perodua Myvi EZI 1.3"|"155,117 km"|"Automatic"|"Johor"|"23,800"|"RM 261/mo"
"2019 Toyota Vios G 1.5"|"56,398 km"|"Automatic"|"Johor"|"65,800"|"RM 721/mo"
"2022 Proton Saga Standard 1.3"|"7,211 km"|"Automatic"|"Perak"|"35,000"|"RM 384/mo"
"2018 Proton Saga Executive 1.3"|"63,454 km"|"Automatic"|"Johor"|"28,400"|"RM 311/mo"
"2015 Perodua Myvi X 1.3"|"87,947 km"|"Automatic"|"Perak"|"27,000"|"RM 296/mo"
"2021 Perodua Ativa AV 1.0"|"50,659 km"|"Automatic"|"Kuala Lumpur"|"64,800"|"RM 710/mo"
"2015 Volkswagen Polo Comfortline 1.6"|"137,564 km"|"Automatic"|"Johor"|"26,800"|"RM 294/mo"
"2014 Perodua Alza SE 1.5"|"83,365 km"|"Manual"|"Pulau Pinang"|"28,000"|"RM 307/mo"
"2010 Toyota Vios E 1.5"|"136,323 km"|"Automatic"|"Pulau Pinang"|"24,800"|"RM 272/mo"
"2019 Honda City V i-VTEC 1.5"|"87,072 km"|"Automatic"|"Pahang"|"65,800"|"RM 721/mo"
"2016 Perodua Myvi Advance 1.5"|"127,107 km"|"Automatic"|"Kuala Lumpur"|"36,400"|"RM 399/mo"
"2023 Perodua Myvi AV 1.5"|"6,056 km"|"Automatic"|"Pahang"|"59,000"|"RM 647/mo"
"2013 Proton Suprima S Turbo Premium 1.6"|"117,621 km"|"Automatic"|"Perak"|"19,900"|"RM 218/mo"
"2015 Proton Preve Executive 1.6"|"103,414 km"|"Automatic"|"Kuala Lumpur"|"22,000"|"RM 241/mo"
"2014 Perodua Alza SE 1.5"|"153,448 km"|"Manual"|"Kuala Lumpur"|"26,500"|"RM 290/mo"
"2019 Perodua AXIA SE 1.0"|"52,693 km"|"Automatic"|"Kuala Lumpur"|"35,900"|"RM 393/mo"
"2015 Perodua AXIA G 1.0"|"119,042 km"|"Automatic"|"Perak"|"21,400"|"RM 235/mo"
"2015 Perodua Myvi SE 1.5"|"95,056 km"|"Automatic"|"Perak"|"30,800"|"RM 338/mo"
"2008 Toyota Vios J 1.5"|"169,114 km"|"Automatic"|"Johor"|"22,400"|"RM 245/mo"
"2014 Mazda CX-5 SKYACTIV-G Mid Spec 2.0"|"96,510 km"|"Automatic"|"Kuala Lumpur"|"47,900"|"RM 525/mo"
"2018 Honda HR-V i-VTEC S 1.8"|"90,661 km"|"Automatic"|"Kuala Lumpur"|"58,000"|"RM 636/mo"
"2014 Kia Cerato1.6"|"172,569 km"|"Automatic"|"Johor"|"28,800"|"RM 316/mo"
"2020 Proton Saga Premium 1.3"|"48,039 km"|"Automatic"|"Terengganu"|"34,800"|"RM 381/mo"
"2015 Nissan Almera E 1.5"|"156,493 km"|"Automatic"|"Perak"|"27,800"|"RM 305/mo"
"2017 Toyota Vios E 1.5"|"103,669 km"|"Automatic"|"Selangor"|"54,400"|"RM 596/mo"
"2018 Perodua Bezza Advance Premium 1.3"|"58,105 km"|"Automatic"|"Kuala Lumpur"|"40,600"|"RM 445/mo"
"2023 Honda City V Sensing 1.5"|"6,276 km"|"Automatic"|"Selangor"|"88,000"|"RM 964/mo"
"2015 Honda HR-V i-VTEC V 1.8"|"96,130 km"|"Automatic"|"Kuala Lumpur"|"53,900"|"RM 591/mo"
"2015 Perodua Alza SE 1.5"|"125,330 km"|"Automatic"|"Johor"|"33,800"|"RM 370/mo"
"2016 Kia Sportage2.0"|"97,764 km"|"Automatic"|"Kuala Lumpur"|"48,900"|"RM 536/mo"
"2015 Honda City E i-VTEC 1.5"|"143,591 km"|"Automatic"|"Pahang"|"38,900"|"RM 426/mo"
"2014 Volkswagen Passat TSI 1.8"|"127,133 km"|"Automatic"|"Pulau Pinang"|"28,900"|"RM 317/mo"
"2015 Perodua Myvi X 1.3"|"162,968 km"|"Automatic"|"Johor"|"26,800"|"RM 294/mo"
"2014 Honda City E i-VTEC 1.5"|"153,582 km"|"Automatic"|"Perak"|"36,000"|"RM 395/mo"
"2014 Perodua Alza SE 1.5"|"152,141 km"|"Automatic"|"Pahang"|"32,400"|"RM 355/mo"
"2014 Toyota Vios J 1.5"|"112,349 km"|"Automatic"|"Johor"|"37,400"|"RM 410/mo"
"2015 Perodua Myvi SE 1.5"|"93,341 km"|"Automatic"|"Pahang"|"30,800"|"RM 338/mo"
"2016 Nissan Almera E 1.5"|"110,208 km"|"Automatic"|"Kedah"|"34,900"|"RM 382/mo"
"2014 Toyota Vios E 1.5"|"188,916 km"|"Automatic"|"Johor"|"38,000"|"RM 416/mo"
"2018 Perodua Myvi H 1.5"|"70,997 km"|"Automatic"|"Kuala Lumpur"|"43,800"|"RM 480/mo"
"2012 Toyota Corolla Altis V 2.0"|"159,545 km"|"Automatic"|"Pulau Pinang"|"32,800"|"RM 359/mo"
"2015 Proton Preve CFE Premium 1.6"|"160,964 km"|"Automatic"|"Perak"|"22,800"|"RM 250/mo"
"2012 Toyota Avanza S 1.5"|"113,870 km"|"Automatic"|"Kuala Lumpur"|"29,900"|"RM 328/mo"
"2018 Perodua AXIA G 1.0"|"63,588 km"|"Automatic"|"Kuala Lumpur"|"29,400"|"RM 322/mo"
"2013 Perodua Myvi Extreme 1.5"|"79,962 km"|"Automatic"|"Pulau Pinang"|"25,800"|"RM 283/mo"
"2017 Proton Saga Premium 1.3"|"118,580 km"|"Automatic"|"Selangor"|"27,800"|"RM 305/mo"
"2018 Perodua Alza EZ 1.5"|"63,415 km"|"Automatic"|"Selangor"|"43,900"|"RM 481/mo"
"2019 Proton Persona Premium 1.6"|"90,558 km"|"Automatic"|"Kuala Lumpur"|"38,600"|"RM 423/mo"
"2015 Perodua Myvi SE 1.5"|"108,621 km"|"Automatic"|"Kuala Lumpur"|"29,800"|"RM 327/mo"
"2017 Perodua Alza Advance 1.5"|"122,565 km"|"Automatic"|"Kuala Lumpur"|"43,800"|"RM 480/mo"
"2015 Nissan X-Trail 4WD 2.5"|"109,076 km"|"Automatic"|"Pulau Pinang"|"46,400"|"RM 508/mo"
"2015 Mitsubishi ASX2.0"|"177,592 km"|"Automatic"|"Kuala Lumpur"|"38,800"|"RM 425/mo"
"2018 Mazda CX-3 SKYACTIV GVC 2.0"|"74,876 km"|"Automatic"|"Perak"|"83,800"|"RM 918/mo"
"2015 Perodua Myvi SE 1.5"|"70,806 km"|"Automatic"|"Pahang"|"30,400"|"RM 333/mo"
"2019 Proton Saga Standard 1.3"|"84,195 km"|"Automatic"|"Selangor"|"30,400"|"RM 333/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"22,672 km"|"Automatic"|"Pahang"|"98,000"|"RM 1,074/mo"
"2015 Perodua Alza Advance 1.5"|"125,086 km"|"Automatic"|"Perak"|"35,400"|"RM 388/mo"
"2016 Mazda CX-5 SKYACTIV-G GL 2.0"|"106,324 km"|"Automatic"|"Pahang"|"59,800"|"RM 655/mo"
"2023 Proton Persona Executive 1.6"|"6,292 km"|"Automatic"|"Pahang"|"48,000"|"RM 526/mo"
"2021 Hyundai Grand Starex Executive Plus 2.5"|"43,287 km"|"Automatic"|"Selangor"|"152,000"|"RM 1,666/mo"
"2016 Proton Saga FLX Plus 1.3"|"88,959 km"|"Automatic"|"Melaka"|"22,900"|"RM 251/mo"
"2014 Honda City V i-VTEC 1.5"|"146,142 km"|"Automatic"|"Perak"|"39,000"|"RM 427/mo"
"2016 Perodua AXIA Advance 1.0"|"131,683 km"|"Automatic"|"Kuala Lumpur"|"29,800"|"RM 327/mo"
"2017 Proton Persona Premium 1.6"|"22,916 km"|"Automatic"|"Kuala Lumpur"|"32,800"|"RM 359/mo"
"2016 Perodua AXIA Advance 1.0"|"135,278 km"|"Automatic"|"Kuala Lumpur"|"29,700"|"RM 325/mo"
"2020 Honda Jazz V i-VTEC 1.5"|"44,911 km"|"Automatic"|"Kuala Lumpur"|"74,400"|"RM 815/mo"
"2017 Honda City E i-VTEC 1.5"|"124,388 km"|"Automatic"|"Pahang"|"55,800"|"RM 611/mo"
"2018 Perodua Myvi H 1.5"|"43,993 km"|"Automatic"|"Kuala Lumpur"|"43,800"|"RM 480/mo"
"2019 Toyota Vios G 1.5"|"85,843 km"|"Automatic"|"Kuala Lumpur"|"65,800"|"RM 721/mo"
"2015 Honda Jazz E i-VTEC 1.5"|"135,607 km"|"Automatic"|"Pahang"|"45,400"|"RM 498/mo"
"2017 Honda City V i-VTEC 1.5"|"124,235 km"|"Automatic"|"Selangor"|"59,400"|"RM 651/mo"
"2013 Volkswagen CC Comfort 1.8"|"129,734 km"|"Automatic"|"Johor"|"35,800"|"RM 392/mo"
"2017 Toyota Corolla Altis G 1.8"|"110,946 km"|"Automatic"|"Kuala Lumpur"|"72,400"|"RM 793/mo"
"2019 Toyota Yaris G 1.5"|"50,083 km"|"Automatic"|"Selangor"|"67,000"|"RM 734/mo"
"2021 Perodua Myvi AV 1.5"|"40,223 km"|"Automatic"|"Johor"|"52,400"|"RM 574/mo"
"2022 Perodua Ativa AV 1.0"|"21,735 km"|"Automatic"|"Selangor"|"67,600"|"RM 741/mo"
"2016 Honda Jazz E i-VTEC 1.5"|"81,686 km"|"Automatic"|"Johor"|"53,900"|"RM 591/mo"
"2016 Perodua Alza Advance 1.5"|"133,481 km"|"Automatic"|"Kuala Lumpur"|"41,800"|"RM 458/mo"
"2013 Perodua Myvi SE 1.3"|"107,734 km"|"Automatic"|"Kuala Lumpur"|"22,900"|"RM 251/mo"
"2015 Proton Persona SV 1.6"|"106,925 km"|"Automatic"|"Melaka"|"16,400"|"RM 180/mo"
"2015 Proton Iriz Standard 1.3"|"77,183 km"|"Automatic"|"Pulau Pinang"|"19,900"|"RM 218/mo"
"2012 Perodua Myvi SE 1.5"|"126,133 km"|"Automatic"|"Melaka"|"23,000"|"RM 252/mo"
"2014 Perodua AXIA Advance 1.0"|"113,255 km"|"Automatic"|"Pulau Pinang"|"23,900"|"RM 262/mo"
"2011 Toyota Vios E 1.5"|"195,052 km"|"Automatic"|"Pulau Pinang"|"26,900"|"RM 295/mo"
"2015 Perodua Myvi X 1.3"|"67,576 km"|"Automatic"|"Kuala Lumpur"|"27,400"|"RM 300/mo"
"2015 Mitsubishi ASX2.0"|"87,845 km"|"Automatic"|"Kuala Lumpur"|"38,900"|"RM 426/mo"
"2013 Proton Suprima S Turbo Premium 1.6"|"104,546 km"|"Automatic"|"Johor"|"20,400"|"RM 224/mo"
"2019 Mercedes-Benz A200 Progressive Line 1.3"|"26,399 km"|"Automatic"|"Kuala Lumpur"|"153,900"|"RM 1,686/mo"
"2016 Perodua Alza EZ 1.5"|"141,774 km"|"Automatic"|"Perak"|"37,400"|"RM 410/mo"
"2024 Neta V"|"1 km"|"Automatic"|"Selangor"|"76,700"|"RM 841/mo"
"2024 Neta V"|"1 km"|"Automatic"|"Selangor"|"76,700"|"RM 841/mo"
"2024 Neta V"|"1 km"|"Automatic"|"Selangor"|"76,700"|"RM 841/mo"
"2024 Neta V"|"1 km"|"Automatic"|"Selangor"|"76,700"|"RM 841/mo"
