"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2018 Proton Persona Standard 1.6"|"89,132 km"|"Automatic"|"Sabah"|"29,800"|"RM 327/mo"
"2020 Perodua Myvi H 1.5"|"43,805 km"|"Automatic"|"Kuala Lumpur"|"47,900"|"RM 525/mo"
"2013 Proton Persona Elegance Standard 1.6"|"199,592 km"|"Automatic"|"Melaka"|"12,800"|"RM 140/mo"
"2017 Perodua Bezza X Premium 1.3"|"125,554 km"|"Automatic"|"Kuala Lumpur"|"36,900"|"RM 404/mo"
"2018 Perodua Alza EZ 1.5"|"99,623 km"|"Automatic"|"Kuala Lumpur"|"43,900"|"RM 481/mo"
"2016 Perodua Bezza X Premium 1.3"|"93,306 km"|"Automatic"|"Sarawak"|"29,400"|"RM 322/mo"
"2018 Honda Jazz S i-VTEC 1.5"|"102,825 km"|"Automatic"|"Pahang"|"56,800"|"RM 622/mo"
"2018 Perodua Myvi AV 1.5"|"69,807 km"|"Automatic"|"Kuala Lumpur"|"45,800"|"RM 502/mo"
"2015 Toyota Avanza G 1.5"|"132,580 km"|"Automatic"|"Johor"|"40,500"|"RM 444/mo"
"2018 Honda City V i-VTEC 1.5"|"71,615 km"|"Automatic"|"Pahang"|"62,800"|"RM 688/mo"
"2016 Toyota Vios E 1.5"|"120,572 km"|"Automatic"|"Kuala Lumpur"|"48,400"|"RM 530/mo"
"2019 Honda Jazz V i-VTEC 1.5"|"68,305 km"|"Automatic"|"Johor"|"70,900"|"RM 777/mo"
"2014 Proton Preve Executive 1.6"|"137,931 km"|"Automatic"|"Pulau Pinang"|"19,400"|"RM 213/mo"
"2014 Perodua Alza EZ 1.5"|"123,345 km"|"Automatic"|"Pulau Pinang"|"27,400"|"RM 300/mo"
"2020 Toyota Yaris G 1.5"|"42,704 km"|"Automatic"|"Kuala Lumpur"|"68,300"|"RM 748/mo"
"2016 Honda HR-V i-VTEC S 1.8"|"119,356 km"|"Automatic"|"Kuala Lumpur"|"55,400"|"RM 607/mo"
"2019 Perodua Aruz AV 1.5"|"90,162 km"|"Automatic"|"Kuala Lumpur"|"55,800"|"RM 611/mo"
"2014 Nissan Livina X-Gear1.6"|"134,462 km"|"Automatic"|"Johor"|"23,400"|"RM 256/mo"
"2019 Toyota Yaris E 1.5"|"65,909 km"|"Automatic"|"Johor"|"62,900"|"RM 689/mo"
"2011 Suzuki Swift Premier 1.5"|"222,836 km"|"Automatic"|"Johor"|"17,000"|"RM 186/mo"
"2020 Perodua Myvi AV 1.5"|"64,758 km"|"Automatic"|"Kuala Lumpur"|"50,800"|"RM 557/mo"
"2012 Perodua Myvi SE 1.5"|"179,453 km"|"Automatic"|"Johor"|"23,000"|"RM 252/mo"
"2022 Toyota Vios G 1.5"|"18,817 km"|"Automatic"|"Kuala Lumpur"|"77,900"|"RM 854/mo"
"2022 Honda HR-V V 1.5"|"32,635 km"|"Automatic"|"Kuala Lumpur"|"119,000"|"RM 1,304/mo"
"2015 Perodua Myvi X 1.3"|"150,771 km"|"Automatic"|"Johor"|"26,000"|"RM 285/mo"
"2014 Perodua Alza SE 1.5"|"116,954 km"|"Automatic"|"Pulau Pinang"|"32,900"|"RM 361/mo"
"2014 Mazda CX-5 SKYACTIV-G High Spec 2.0"|"110,732 km"|"Automatic"|"Johor"|"45,000"|"RM 493/mo"
"2005 Perodua Kembara CT EZ 1.3"|"195,561 km"|"Automatic"|"Pulau Pinang"|"15,800"|"RM 173/mo"
"2018 Nissan Navara NP300 VL Dual Cab 2.5"|"93,702 km"|"Automatic"|"Johor"|"76,800"|"RM 842/mo"
"2019 Honda HR-V i-VTEC E 1.8"|"84,649 km"|"Automatic"|"Kuala Lumpur"|"76,900"|"RM 843/mo"
"2018 Perodua Myvi H 1.5"|"97,494 km"|"Automatic"|"Kuala Lumpur"|"43,800"|"RM 480/mo"
"2018 Perodua AXIA G 1.0"|"57,699 km"|"Automatic"|"Kuala Lumpur"|"29,400"|"RM 322/mo"
"2020 Nissan Serena S-Hybrid High-Way Star 2.0"|"61,522 km"|"Automatic"|"Kuala Lumpur"|"97,400"|"RM 1,067/mo"
"2019 Kia Picanto EX 1.2"|"52,391 km"|"Automatic"|"Pahang"|"39,400"|"RM 432/mo"
"2020 Proton Saga Premium 1.3"|"42,379 km"|"Automatic"|"Kuala Lumpur"|"34,800"|"RM 381/mo"
"2021 Perodua AXIA SE 1.0"|"15,452 km"|"Automatic"|"Kuala Lumpur"|"39,400"|"RM 432/mo"
"2010 Toyota Estima Aeras 2.4"|"104,513 km"|"Automatic"|"Johor"|"63,000"|"RM 690/mo"
"2021 Proton Saga Premium 1.3"|"23,055 km"|"Automatic"|"Perak"|"35,400"|"RM 388/mo"
"2016 Perodua AXIA SE 1.0"|"53,896 km"|"Automatic"|"Johor"|"27,700"|"RM 304/mo"
"2015 Nissan Serena S-Hybrid High-Way Star 2.0"|"91,028 km"|"Automatic"|"Melaka"|"54,400"|"RM 596/mo"
"2013 Peugeot 4081.6"|"153,556 km"|"Automatic"|"Pulau Pinang"|"11,000"|"RM 121/mo"
"2015 Perodua Myvi X 1.3"|"73,679 km"|"Automatic"|"Pulau Pinang"|"27,000"|"RM 296/mo"
"2021 Toyota Vios G 1.5"|"47,710 km"|"Automatic"|"Perak"|"73,900"|"RM 810/mo"
"2017 Honda HR-V i-VTEC V 1.8"|"98,555 km"|"Automatic"|"Selangor"|"65,400"|"RM 717/mo"
"2021 Perodua Ativa AV 1.0"|"36,595 km"|"Automatic"|"Kuala Lumpur"|"64,800"|"RM 710/mo"
"2016 Perodua AXIA SE 1.0"|"131,649 km"|"Automatic"|"Johor"|"27,400"|"RM 300/mo"
"2022 Mazda CX-5 SKYACTIV-G High 2.0"|"33,549 km"|"Automatic"|"Negeri Sembilan"|"135,800"|"RM 1,488/mo"
"2017 Mazda 3 SKYACTIV-G High 2.0"|"129,882 km"|"Automatic"|"Selangor"|"70,400"|"RM 771/mo"
"2020 Toyota Yaris E 1.5"|"70,565 km"|"Automatic"|"Kuala Lumpur"|"65,900"|"RM 722/mo"
"2018 Perodua AXIA SE 1.0"|"54,795 km"|"Automatic"|"Kuala Lumpur"|"34,200"|"RM 375/mo"
"2016 Perodua AXIA G 1.0"|"139,676 km"|"Automatic"|"Kuala Lumpur"|"25,400"|"RM 278/mo"
"2016 Perodua Bezza X Premium 1.3"|"128,223 km"|"Automatic"|"Kuala Lumpur"|"33,800"|"RM 370/mo"
"2016 Mercedes-Benz E200 Avantgarde 2.0"|"64,092 km"|"Automatic"|"Johor"|"148,800"|"RM 1,631/mo"
"2017 Perodua Alza EZ 1.5"|"71,194 km"|"Automatic"|"Kuala Lumpur"|"41,800"|"RM 458/mo"
"2015 Perodua AXIA Advance 1.0"|"136,789 km"|"Automatic"|"Johor"|"24,400"|"RM 267/mo"
"2009 Toyota Vios TRD Sportivo 1.5"|"142,941 km"|"Automatic"|"Pulau Pinang"|"25,900"|"RM 284/mo"
"2014 Kia Picanto1.2"|"104,396 km"|"Automatic"|"Pulau Pinang"|"18,400"|"RM 202/mo"
"2014 Perodua Alza EZ 1.5"|"38,386 km"|"Automatic"|"Melaka"|"27,900"|"RM 306/mo"
"2011 Honda Civic S-L i-VTEC 1.8"|"183,568 km"|"Automatic"|"Johor"|"36,000"|"RM 395/mo"
"2018 Mazda CX-3 SKYACTIV GVC 2.0"|"71,695 km"|"Automatic"|"Kuala Lumpur"|"83,800"|"RM 918/mo"
"2011 Toyota Vios J 1.5"|"111,083 km"|"Automatic"|"Melaka"|"24,900"|"RM 273/mo"
"2014 Toyota Vios G 1.5"|"132,825 km"|"Automatic"|"Kuala Lumpur"|"40,800"|"RM 447/mo"
"2018 Honda Accord i-VTEC VTi-L 2.0"|"45,597 km"|"Automatic"|"Johor"|"88,900"|"RM 974/mo"
"2017 Volkswagen Polo1.6"|"79,575 km"|"Automatic"|"Pahang"|"36,900"|"RM 404/mo"
"2016 Honda HR-V i-VTEC E 1.8"|"81,713 km"|"Automatic"|"Pulau Pinang"|"56,900"|"RM 624/mo"
"2019 Proton Persona Premium 1.6"|"35,485 km"|"Automatic"|"Kuala Lumpur"|"38,900"|"RM 426/mo"
"2017 Toyota Vios E 1.5"|"121,697 km"|"Automatic"|"Selangor"|"54,400"|"RM 596/mo"
"2020 Proton Saga Premium 1.3"|"36,075 km"|"Automatic"|"Pahang"|"34,800"|"RM 381/mo"
"2020 Honda BR-V V i-VTEC 1.5"|"62,443 km"|"Automatic"|"Pulau Pinang"|"68,000"|"RM 745/mo"
"2017 Perodua Bezza Advance Premium 1.3"|"114,700 km"|"Automatic"|"Pahang"|"38,900"|"RM 426/mo"
"2011 Naza Forte SX 1.6"|"189,458 km"|"Automatic"|"Melaka"|"14,400"|"RM 158/mo"
"2018 Perodua Myvi H 1.5"|"60,754 km"|"Automatic"|"Perak"|"43,800"|"RM 480/mo"
"2021 Honda Jazz E i-VTEC 1.5"|"49,008 km"|"Automatic"|"Kuala Lumpur"|"70,900"|"RM 777/mo"
"2020 Perodua AXIA GXtra 1.0"|"67,926 km"|"Automatic"|"Pahang"|"33,800"|"RM 370/mo"
"2017 Perodua Alza Advance 1.5"|"111,108 km"|"Automatic"|"Kuala Lumpur"|"43,800"|"RM 480/mo"
"2021 Honda BR-V E i-VTEC 1.5"|"33,693 km"|"Automatic"|"Johor"|"59,400"|"RM 651/mo"
"2022 Perodua AXIA SE 1.0"|"28,778 km"|"Automatic"|"Kuala Lumpur"|"39,900"|"RM 437/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"10,504 km"|"Automatic"|"Kuala Lumpur"|"98,400"|"RM 1,078/mo"
"2016 Perodua Alza EZ 1.5"|"107,021 km"|"Automatic"|"Selangor"|"37,400"|"RM 410/mo"
"2022 Perodua Myvi AV 1.5"|"34,302 km"|"Automatic"|"Pahang"|"57,000"|"RM 625/mo"
"2016 Honda City E i-VTEC 1.5"|"89,486 km"|"Automatic"|"Terengganu"|"47,900"|"RM 525/mo"
"2022 Toyota Hilux V Dual Cab 2.4"|"25,655 km"|"Automatic"|"Kuala Lumpur"|"122,900"|"RM 1,347/mo"
"1972 Austin MORRIS MINI0.8"|"117,115 km"|"Automatic"|"Selangor"|"35,000"|"RM 384/mo"
"2019 Perodua Alza Advance 1.5"|"39,197 km"|"Automatic"|"Negeri Sembilan"|"55,900"|"RM 613/mo"
"2019 Perodua Myvi AV 1.5"|"41,805 km"|"Automatic"|"Negeri Sembilan"|"47,900"|"RM 525/mo"
"2019 Perodua Myvi AV 1.5"|"54,893 km"|"Automatic"|"Johor"|"47,900"|"RM 525/mo"
"2021 Honda CR-V TC-P VTEC 1.5"|"26,132 km"|"Automatic"|"Pahang"|"136,000"|"RM 1,490/mo"
"2021 Toyota Yaris G 1.5"|"44,745 km"|"Automatic"|"Sarawak"|"68,800"|"RM 754/mo"
"2020 Perodua Bezza Advance 1.3"|"44,218 km"|"Automatic"|"Sarawak"|"42,400"|"RM 465/mo"
"2014 Perodua AXIA SE 1.0"|"167,312 km"|"Automatic"|"Melaka"|"22,400"|"RM 245/mo"
"2018 Perodua Myvi X 1.3"|"63,721 km"|"Automatic"|"Kuala Lumpur"|"39,900"|"RM 437/mo"
"2020 Proton Persona Standard 1.6"|"39,418 km"|"Automatic"|"Selangor"|"37,800"|"RM 414/mo"
"2019 Toyota Vios G 1.5"|"69,402 km"|"Automatic"|"Kuala Lumpur"|"65,800"|"RM 721/mo"
"2022 Perodua Ativa H 1.0"|"34,605 km"|"Automatic"|""|"62,500"|"RM 685/mo"
"2018 Honda CR-V TC-P VTEC 1.5"|"32,794 km"|"Automatic"|""|"108,900"|"RM 1,193/mo"
"2021 Proton Persona Standard 1.6"|"34,441 km"|"Automatic"|""|"38,400"|"RM 421/mo"
"2019 Renault Captur TCe 120 1.2"|"55,026 km"|"Automatic"|""|"45,400"|"RM 498/mo"
"2022 Perodua Ativa AV 1.0"|"38,195 km"|"Automatic"|""|"67,400"|"RM 739/mo"
"2021 Perodua Bezza Advance 1.3"|"33,508 km"|"Automatic"|""|"47,900"|"RM 525/mo"
"2019 Perodua Aruz X 1.5"|"51,839 km"|"Automatic"|""|"52,000"|"RM 570/mo"
"2022 Perodua Ativa AV 1.0"|"8,029 km"|"Automatic"|""|"68,000"|"RM 745/mo"
"2023 Honda HR-V V 1.5"|"23,013 km"|"Automatic"|""|"125,400"|"RM 1,374/mo"
"2017 Audi TT TFSI 2.0"|"74,956 km"|"Automatic"|""|"149,800"|"RM 1,642/mo"
"2019 Mercedes-Benz GLC200 Exclusive 2.0"|"52,704 km"|"Automatic"|""|"179,800"|"RM 1,970/mo"
"2022 Perodua Aruz AV 1.5"|"36,764 km"|"Automatic"|""|"65,800"|"RM 721/mo"
"2018 Perodua Alza EZ 1.5"|"89,566 km"|"Automatic"|""|"43,900"|"RM 481/mo"
"2017 Toyota Vios E 1.5"|"116,527 km"|"Automatic"|""|"54,400"|"RM 596/mo"
"2020 Proton Persona Executive 1.6"|"53,111 km"|"Automatic"|""|"39,900"|"RM 437/mo"
"2019 Honda CR-V TC-P VTEC 1.5"|"65,379 km"|"Automatic"|""|"115,900"|"RM 1,270/mo"
"2017 Mercedes-Benz C200 Avantgarde 2.0"|"87,018 km"|"Automatic"|""|"126,900"|"RM 1,391/mo"
"2016 Proton Exora Turbo Executive 1.6"|"49,360 km"|"Automatic"|""|"27,900"|"RM 306/mo"
"2021 Perodua Ativa AV 1.0"|"9,814 km"|"Automatic"|""|"65,200"|"RM 714/mo"
"2022 Perodua Ativa H 1.0"|"32,329 km"|"Automatic"|""|"62,500"|"RM 685/mo"
"2019 Proton Exora Turbo Premium 1.6"|"38,154 km"|"Automatic"|""|"46,000"|"RM 504/mo"
"2019 Honda BR-V E i-VTEC 1.5"|"69,540 km"|"Automatic"|""|"56,900"|"RM 624/mo"
"2020 Proton Persona Premium 1.6"|"58,570 km"|"Automatic"|""|"40,900"|"RM 448/mo"
"2021 Perodua Ativa AV 1.0"|"20,110 km"|"Automatic"|""|"64,800"|"RM 710/mo"
"2023 Perodua Ativa AV 1.0"|"19,142 km"|"Automatic"|""|"68,900"|"RM 755/mo"
"2016 Nissan Grand Livina Comfort 1.6"|"78,956 km"|"Automatic"|""|"39,800"|"RM 436/mo"
"2016 Perodua Bezza X Premium 1.3"|"130,232 km"|"Automatic"|""|"33,800"|"RM 370/mo"
"2016 Mazda 2 SKYACTIV-G 1.5"|"107,935 km"|"Automatic"|""|"46,000"|"RM 504/mo"
"2022 Perodua Ativa H 1.0"|"19,545 km"|"Automatic"|""|"62,500"|"RM 685/mo"
"2016 Nissan X-Trail2.0"|"134,549 km"|"Automatic"|""|"52,800"|"RM 579/mo"
"2017 Proton Exora Turbo Executive 1.6"|"105,186 km"|"Automatic"|""|"29,800"|"RM 327/mo"
"2019 Proton Persona Premium 1.6"|"88,649 km"|"Automatic"|""|"38,600"|"RM 423/mo"
"2018 Perodua Bezza X Premium 1.3"|"96,094 km"|"Automatic"|""|"37,900"|"RM 415/mo"
"2020 Perodua Bezza X 1.3"|"40,584 km"|"Automatic"|""|"41,900"|"RM 459/mo"
"2019 Kia Picanto EX 1.2"|"92,219 km"|"Automatic"|""|"39,000"|"RM 427/mo"
"2022 Perodua Bezza G 1.0"|"37,824 km"|"Automatic"|""|"35,900"|"RM 393/mo"
"2018 Honda BR-V E i-VTEC 1.5"|"50,249 km"|"Automatic"|""|"52,500"|"RM 575/mo"
"2018 Perodua Bezza Advance Premium 1.3"|"15,859 km"|"Automatic"|""|"41,000"|"RM 449/mo"
"2021 Honda CR-V TC-P VTEC 1.5"|"39,596 km"|"Automatic"|""|"136,400"|"RM 1,495/mo"
"2020 Perodua Bezza X 1.3"|"60,013 km"|"Automatic"|""|"41,900"|"RM 459/mo"
"2023 Perodua Aruz AV 1.5"|"12,647 km"|"Automatic"|""|"69,800"|"RM 765/mo"
"2019 Mazda 2 SKYACTIV-G 1.5"|"1 km"|"Automatic"|""|"63,000"|"RM 690/mo"
"2022 Peugeot 3008 THP Allure 1.6"|"22,968 km"|"Automatic"|""|"117,900"|"RM 1,292/mo"
"2016 Kia Cerato K3 2.0"|"105,069 km"|"Automatic"|""|"41,400"|"RM 454/mo"
"2022 Toyota Fortuner SRZ 2.7"|"29,663 km"|"Automatic"|""|"158,000"|"RM 1,731/mo"
"2020 Proton Exora Turbo Premium 1.6"|"45,084 km"|"Automatic"|""|"47,800"|"RM 524/mo"
"2010 Proton Inspira Premium 2.0"|"182,960 km"|"Automatic"|"Selangor"|"22,300"|"RM 244/mo"
"2016 Mazda CX-5 SKYACTIV-G GLS 2.5"|"95,829 km"|"Automatic"|"Pahang"|"64,800"|"RM 710/mo"
"2017 Proton Saga Executive 1.3"|"106,981 km"|"Automatic"|"Kuala Lumpur"|"26,000"|"RM 285/mo"
"2016 Perodua Bezza Advance Premium 1.3"|"94,667 km"|"Automatic"|"Pulau Pinang"|"33,800"|"RM 370/mo"
"2016 Nissan Serena S-Hybrid High-Way Star 2.0"|"120,746 km"|"Automatic"|"Kuala Lumpur"|"63,000"|"RM 690/mo"
"2019 Proton Saga Standard 1.3"|"76,749 km"|"Automatic"|"Selangor"|"27,400"|"RM 300/mo"
"2018 Toyota Hilux L-Edition 2.8"|"89,951 km"|"Automatic"|"Negeri Sembilan"|"104,000"|"RM 1,140/mo"
"2015 Mazda 3 SKYACTIV-G High 2.0"|"138,825 km"|"Automatic"|"Selangor"|"48,500"|"RM 531/mo"
"2015 Honda Jazz V i-VTEC 1.5"|"88,996 km"|"Automatic"|"Johor"|"49,500"|"RM 542/mo"
"2017 Toyota Vios TRD Sportivo 1.5"|"127,205 km"|"Automatic"|"Pulau Pinang"|"62,000"|"RM 679/mo"
"2022 Perodua Ativa AV 1.0"|"36,773 km"|"Automatic"|"Kuala Lumpur"|"66,900"|"RM 733/mo"
"2019 Mazda CX-3 SKYACTIV GVC 2.0"|"92,646 km"|"Automatic"|"Selangor"|"87,900"|"RM 963/mo"
"2017 Perodua AXIA G 1.0"|"126,201 km"|"Automatic"|"Melaka"|"28,300"|"RM 310/mo"
"2020 Nissan Serena S-Hybrid High-Way Star 2.0"|"60,574 km"|"Automatic"|"Negeri Sembilan"|"97,600"|"RM 1,070/mo"
"2016 Mazda CX-3 SKYACTIV 2.0"|"68,600 km"|"Automatic"|"Selangor"|"68,800"|"RM 754/mo"
"2017 Honda CR-V TC VTEC 1.5"|"93,033 km"|"Automatic"|"Johor"|"99,800"|"RM 1,094/mo"
"2017 Honda City S i-VTEC 1.5"|"118,233 km"|"Automatic"|"Kuala Lumpur"|"55,400"|"RM 607/mo"
"2014 Perodua AXIA Advance 1.0"|"37,896 km"|"Automatic"|"Johor"|"24,900"|"RM 273/mo"
"2017 Perodua Myvi AV 1.5"|"98,938 km"|"Automatic"|"Pahang"|"43,000"|"RM 471/mo"
"2017 Proton Saga Standard 1.3"|"87,406 km"|"Automatic"|"Kuala Lumpur"|"27,100"|"RM 297/mo"
"2015 Proton Iriz Standard 1.3"|"160,434 km"|"Automatic"|"Perak"|"17,300"|"RM 190/mo"
"2021 Proton X50 TGDI Flagship 1.5"|"46,516 km"|"Automatic"|"Kuala Lumpur"|"87,900"|"RM 963/mo"
"2022 Suzuki Jimny ALLGRIP PRO 1.5"|"15,446 km"|"Automatic"|"Johor"|"142,000"|"RM 1,556/mo"
"2014 Honda Civic S i-VTEC 1.8"|"87,999 km"|"Automatic"|"Pulau Pinang"|"39,100"|"RM 428/mo"
"2017 Perodua Bezza Advance Premium 1.3"|"118,121 km"|"Automatic"|"Kedah"|"38,500"|"RM 422/mo"
"2017 Proton Saga Standard 1.3"|"59,782 km"|"Automatic"|"Selangor"|"27,300"|"RM 299/mo"
"2021 Volvo S60 Recharge T8 R-Design 2.0"|"31,561 km"|"Automatic"|"Selangor"|"205,000"|"RM 2,246/mo"
"2016 Perodua Myvi SE 1.5"|"96,708 km"|"Automatic"|"Pahang"|"36,500"|"RM 400/mo"
"2015 Toyota Vios J 1.5"|"39,728 km"|"Automatic"|"Johor"|"42,400"|"RM 465/mo"
"2022 Proton Iriz Active 1.6"|"29,696 km"|"Automatic"|"Johor"|"48,400"|"RM 530/mo"
"2022 Perodua Ativa AV 1.0"|"24,583 km"|"Automatic"|"Selangor"|"69,000"|"RM 756/mo"
"2019 Honda CR-V TC-P VTEC 1.5"|"92,236 km"|"Automatic"|"Terengganu"|"118,400"|"RM 1,297/mo"
"2017 Proton Saga Premium 1.3"|"100,983 km"|"Automatic"|"Selangor"|"27,400"|"RM 300/mo"
"2017 Proton Saga Executive 1.3"|"90,689 km"|"Automatic"|"Selangor"|"27,500"|"RM 301/mo"
"2021 Honda HR-V i-VTEC RS 1.8"|"43,655 km"|"Automatic"|"Selangor"|"100,000"|"RM 1,096/mo"
"2017 Perodua AXIA G 1.0"|"117,117 km"|"Automatic"|"Melaka"|"28,300"|"RM 310/mo"
"2017 Perodua Bezza X Premium 1.3"|"90,249 km"|"Automatic"|"Johor"|"37,400"|"RM 410/mo"
"2018 Perodua Myvi AV 1.5"|"81,044 km"|"Automatic"|"Terengganu"|"46,800"|"RM 513/mo"
"2019 Perodua AXIA SE 1.0"|"93,158 km"|"Automatic"|"Pahang"|"36,300"|"RM 398/mo"
"2017 Proton Saga Standard 1.3"|"120,281 km"|"Automatic"|"Selangor"|"27,300"|"RM 299/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"17,193 km"|"Automatic"|"Johor"|"97,600"|"RM 1,070/mo"
"2017 Honda Civic TC VTEC Premium 1.5"|"105,024 km"|"Automatic"|"Pahang"|"89,600"|"RM 982/mo"
"2018 Perodua Myvi AV 1.5"|"76,531 km"|"Automatic"|"Selangor"|"47,500"|"RM 521/mo"
"2012 Honda City S i-VTEC 1.5"|"181,610 km"|"Automatic"|"Pulau Pinang"|"26,400"|"RM 289/mo"
"2018 Perodua Myvi H 1.5"|"108,062 km"|"Automatic"|"Kuala Lumpur"|"44,800"|"RM 491/mo"
"2019 Perodua Myvi H 1.5"|"68,669 km"|"Automatic"|"Pulau Pinang"|"46,900"|"RM 514/mo"
"2017 Perodua Myvi SE 1.5"|"131,545 km"|"Automatic"|"Johor"|"39,800"|"RM 436/mo"
"2013 Proton Preve CFE Premium 1.6"|"148,882 km"|"Automatic"|"Selangor"|"13,700"|"RM 150/mo"
"2019 Nissan Serena S-Hybrid High-Way Star Impul J Impul 2.0"|"89,474 km"|"Automatic"|"Selangor"|"101,500"|"RM 1,112/mo"
"2019 Perodua Myvi AV 1.5"|"85,132 km"|"Automatic"|"Melaka"|"49,400"|"RM 541/mo"
"2021 Perodua AXIA SE 1.0"|"18,518 km"|"Automatic"|"Kuala Lumpur"|"39,400"|"RM 432/mo"
"2017 Proton Saga Premium 1.3"|"74,386 km"|"Automatic"|"Johor"|"28,300"|"RM 310/mo"
"2018 Proton Saga Standard 1.3"|"97,393 km"|"Automatic"|"Johor"|"29,800"|"RM 327/mo"
"2021 Proton X50 Premium 1.5"|"48,714 km"|"Automatic"|"Pahang"|"83,800"|"RM 918/mo"
"2021 Perodua Ativa AV 1.0"|"42,881 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2015 Honda City V i-VTEC 1.5"|"116,754 km"|"Automatic"|"Sabah"|"42,300"|"RM 464/mo"
"2010 Honda Accord i-VTEC VTi-L 2.0"|"174,499 km"|"Automatic"|"Pulau Pinang"|"28,800"|"RM 316/mo"
"2016 Perodua AXIA Advance 1.0"|"137,613 km"|"Automatic"|"Selangor"|"30,100"|"RM 330/mo"
"2016 Perodua AXIA G 1.0"|"114,234 km"|"Automatic"|"Selangor"|"27,100"|"RM 297/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"124,705 km"|"Automatic"|"Kuala Lumpur"|"56,300"|"RM 617/mo"
"2022 Peugeot 2008 Allure 1.2"|"19,433 km"|"Automatic"|"Johor"|"99,800"|"RM 1,094/mo"
"2018 Perodua Myvi AV 1.5"|"76,380 km"|"Automatic"|"Selangor"|"46,000"|"RM 504/mo"
"2013 Honda CR-V i-VTEC 2.0"|"121,313 km"|"Automatic"|"Perak"|"42,300"|"RM 464/mo"
"2021 BMW 218i M Sport 1.5"|"30,209 km"|"Automatic"|"Selangor"|"163,900"|"RM 1,796/mo"
"2016 Toyota Vios GX 1.5"|"86,781 km"|"Automatic"|"Johor"|"57,400"|"RM 629/mo"
"2018 Perodua Myvi AV 1.5"|"71,624 km"|"Automatic"|"Selangor"|"46,000"|"RM 504/mo"
"2013 Perodua Myvi EZI 1.3"|"111,410 km"|"Automatic"|"Kuala Lumpur"|"23,100"|"RM 253/mo"
"2022 Proton X50 Premium 1.5"|"16,258 km"|"Automatic"|"Pulau Pinang"|"89,000"|"RM 975/mo"
"2020 Honda Civic TC VTEC Premium 1.5"|"47,133 km"|"Automatic"|"Selangor"|"114,300"|"RM 1,253/mo"
"2014 Perodua Myvi EZi 1.3"|"168,862 km"|"Automatic"|"Selangor"|"24,300"|"RM 266/mo"
"2018 Nissan Serena S-Hybrid High-Way Star Premium 2.0"|"77,226 km"|"Automatic"|"Johor"|"92,300"|"RM 1,011/mo"
"2015 Proton Saga SV 1.3"|"110,636 km"|"Automatic"|"Selangor"|"14,000"|"RM 153/mo"
"2014 Honda City V i-VTEC 1.5"|"137,006 km"|"Automatic"|"Pulau Pinang"|"41,400"|"RM 454/mo"
"2014 Honda Jazz V i-VTEC 1.5"|"89,645 km"|"Automatic"|"Selangor"|"47,500"|"RM 521/mo"
"2013 Perodua Myvi SE 1.3"|"199,619 km"|"Automatic"|"Johor"|"22,400"|"RM 245/mo"
"2020 Toyota Vios J 1.5"|"71,913 km"|"Automatic"|"Sabah"|"60,300"|"RM 661/mo"
"2016 Mitsubishi ASX2.0"|"63,049 km"|"Automatic"|"Selangor"|"48,400"|"RM 530/mo"
"2017 Toyota Innova G 2.0"|"81,316 km"|"Automatic"|"Melaka"|"80,900"|"RM 887/mo"
"2012 Proton Saga FLX Standard 1.3"|"283,952 km"|"Manual"|"Melaka"|"9,000"|"RM 99/mo"
"2017 Proton Saga Executive 1.3"|"107,701 km"|"Automatic"|"Melaka"|"27,500"|"RM 301/mo"
"2010 Perodua Viva EZ 1.0"|"162,358 km"|"Automatic"|"Melaka"|"12,400"|"RM 136/mo"
"2012 Perodua Alza EZ 1.5"|"148,029 km"|"Automatic"|"Negeri Sembilan"|"25,900"|"RM 284/mo"
"2018 Perodua Myvi AV 1.5"|"73,389 km"|"Automatic"|"Pulau Pinang"|"46,000"|"RM 504/mo"
"2017 Toyota Vios E 1.5"|"80,183 km"|"Automatic"|"Johor"|"55,300"|"RM 606/mo"
"2019 Proton Saga Premium 1.3"|"81,118 km"|"Automatic"|"Negeri Sembilan"|"33,500"|"RM 367/mo"
"2018 Mazda CX-3 SKYACTIV GVC 2.0"|"93,494 km"|"Automatic"|"Selangor"|"83,500"|"RM 915/mo"
"2022 Perodua Bezza X 1.3"|"12,847 km"|"Automatic"|"Pulau Pinang"|"42,900"|"RM 470/mo"
"2011 Proton Inspira Executive 1.8"|"222,483 km"|"Automatic"|"Selangor"|"23,500"|"RM 258/mo"
"2019 Nissan Serena S-Hybrid High-Way Star 2.0"|"93,501 km"|"Automatic"|"Kuala Lumpur"|"99,500"|"RM 1,090/mo"
"2018 Nissan Serena S-Hybrid High-Way Star Impul J Impul 2.0"|"54,023 km"|"Automatic"|"Pulau Pinang"|"97,300"|"RM 1,066/mo"
"2019 Honda City E i-VTEC 1.5"|"49,319 km"|"Automatic"|"Sarawak"|"56,300"|"RM 617/mo"
"2013 Nissan Almera VL 1.5"|"135,691 km"|"Automatic"|"Selangor"|"22,900"|"RM 251/mo"
